id_news,title,date,title_label,title_score
21443510.0,Para series menores de Puerto Varas y Puerto Montt: Este sábado comienza Liga Cecinas Llanquihue de Básquetbol,2021-08-13,POS,0.9997431635856628
21469264.0,Puerto Montt: Hoy comienza el ciclo de conciertos navideños 2021,2021-12-14,POS,0.999864935874939
21940337.0,Más de 2500 rezagados fueron vacunados este fin de semana en Puerto Montt,2021-07-25,POS,0.9998078942298889
21469757.0,Así fue la marcha por el 18 de Octubre en Puerto Montt,2021-10-19,POS,0.999760091304779
21425546.0,En la Sede UACh se realizará XXII Congreso Nacional de Arqueología Chilena,2021-12-03,POS,0.9934617280960083
22397290.0,La magistrada Mónica Sierpe deja el Poder Judicial después de casi 3 décadas,2021-12-29,POS,0.999758780002594
47534281.0,"Después de casi 3 décadas, deja el Poder Judicial la magistrada Mónica Sierpe",2021-12-29,POS,0.999842643737793
21888713.0,Agrupación de botes salvavidas descarta merma en presupuesto de bomberos tras nueva moción legislativa de financiamiento,2021-10-14,POS,0.9998441934585571
21379832.0,Nuevo Juez Titular del Tribunal En Lo Penal de Puerto Montt,2021-12-05,POS,0.9998664855957031
21446028.0,Partidos se jugarán con público en el Gimnasio Fiscal: Este domingo parte la Liga Formativa Femenina de Básquetbol,2021-09-25,POS,0.9997610449790955
21445999.0,Dispar suerte corrió la Rama Femenina de Básquetbol el pasado fin de semana,2021-09-30,POS,0.9998031258583069
21432567.0,Cuatro nuevas abogadas prestaron juramento desde la Corte de Apelaciones de Puerto Montt,2021-09-07,POS,0.999835729598999
47524788.0,La efectividad de los carabeleros hizo zozobrar al Velero en Santiago,2021-09-17,POS,0.9059994220733643
21440825.0,En Catedral de Puerto Montt se realizó Investidura de Enfermería UST,2021-12-24,POS,0.999796450138092
21380415.0,Femicidio frustrado mantiene a una mujer con riesgo vital en Puerto Montt,2021-07-20,POS,0.6924521923065186
21443295.0,Este viernes de visita: Atlético se enfrenta a CEB Puerto Montt por Copa Chile,2021-11-17,POS,0.9998389482498169
21382310.0,Embajador Jostein Leiro destacó relevancia de Puerto Montt,2021-11-29,POS,0.9998728036880493
21379678.0,Libro revela la historia del devastador tsunami que golpeó a la localidad de Quenuir en el sur de Chile en mayo de 1960 .,2021-11-04,POS,0.6595928072929382
21909759.0,"Pesar por fallecimiento del Rector creador de UACh Sede Puerto Montt, Dr. Juan Jorge Ebert Kroneberg",2021-12-27,POS,0.9998830556869507
47521777.0,En Puerto Montt y Puerto Varas parte cita cestera de clubes de menores,2021-08-14,POS,0.9996582269668579
21469914.0,Conductores del DAEM Puerto Montt llegan a acuerdo y deponen paro,2021-10-01,POS,0.9998779296875
21381734.0,Destacan operativo de Cirugía y Traumatología Infantil,2021-11-12,POS,0.999823272228241
22322865.0,"En 10 minutos Delfines dan vuelta el partido y derrotan al ""Almirante""",2021-11-01,POS,0.9998124241828918
47527875.0,Comenzó celebración del Día Mundial del Turismo,2021-09-30,POS,0.9997023940086365
21469715.0,"18 de octubre en Puerto Montt: 2 detenidos, uno quedó con firma mensual",2021-10-20,POS,0.9998451471328735
21427297.0,"Operativo deja en cero Lista de Espera de Cirugía y Traumatología Infantil en Chaitén, Futaleufú y Palena",2021-11-12,POS,0.9998713731765747
21387452.0,Futaleufú: En vuelo nocturno evacúan a joven con embolia pulmonar,2021-08-11,POS,0.9981445074081421
21469781.0,El pronóstico del tiempo para hoy en Puerto Montt,2021-10-14,POS,0.9998494386672974
22330573.0,Carlos Tromben reflexionará hoy sobre la nueva literatura en la quinta Feria del Libro,2021-11-05,POS,0.9997424483299255
21911639.0,FACH realiza evacuación aeromédica desde Ayacara hasta el hospital de Puerto Montt,2021-11-07,POS,0.6868890523910522
21427430.0,Laboratorio Sonoro Puerto Montt realiza serie “Ruta Sonora” en camino a conciertos presenciales,2021-11-10,POS,0.7370833158493042
22334892.0,Mujeres protestan frente a la Corte de Apelaciones,2021-11-27,POS,0.9998070597648621
47525959.0,Denuncian al Daem Puerto Montt por suspender clases presenciales,2021-08-25,POS,0.9996757507324219
21910177.0,Delegación regional de Los Lagos participará en los Juegos Para-Araucanía Chile 2021 en Temuco,2021-11-25,POS,0.9998745918273926
21910205.0,"Operativo deja en cero Lista de Espera de Cirugía y Traumatología Infantil en Chaitén, Futaleufú y Palena",2021-11-26,POS,0.9998713731765747
22327022.0,Detectan 108 pastillas de éxtasis en paquete que venía desde Holanda,2021-08-13,POS,0.738658607006073
21887374.0,Cámara de Comercio de Puerto Montt presenta recurso judicial contra el municipio local,2021-12-21,POS,0.9996699094772339
21887984.0,Embajador Jostein Leiro destacó relevancia de Puerto Montt en vínculos de Chile con Noruega,2021-11-28,POS,0.9998589754104614
21385823.0,Destacan importancia de Puerto Montt en vínculos de Chile con Noruega,2021-11-29,POS,0.9996218681335449
21382825.0,Semana de la Pyme regional,2021-10-25,POS,0.9997988343238831
21914100.0,Asumió nueva presidenta de la Cámara Chilena de la Construcción en Puerto Mott,2021-08-18,POS,0.9998475313186646
21887691.0,Dep. Puerto Montt adeuda más de $234 millones al municipio por rendiciones objetadas,2021-08-31,POS,0.9998669624328613
47520901.0,Puerto Montt: españoles se interesan en puerto de cruceros,2021-08-17,POS,0.999846339225769
47522339.0,Españoles se interesan en puerto de cruceros,2021-08-15,POS,0.9997557997703552
22596853.0,Se lanzó Educación Continua de la Sede Puerto Montt UACh,2021-10-19,POS,0.9196616411209106
21380366.0,Taxistas ejecutivos reciben importante aporte,2021-12-14,POS,0.999871015548706
21453695.0,Concejal fue denunciado por acoso laboral: Trabajadora acusó malos tratos y labores que no le correspondían,2021-09-02,POS,0.9997097849845886
47525248.0,"Con la obligación de ganar, Delfines reciben hoy al colista Barnechea",2021-09-22,POS,0.999483585357666
47528073.0,Entrevistas grabadas debutarán el próximo año en Poder Judicial,2021-10-18,POS,0.9998574256896973
22335140.0,Alcalde anuncia una ordenanza contra el acoso callejero en Puerto Montt,2021-12-05,POS,0.9998196959495544
21887580.0,Colegio Médico Puerto Montt manifestó preocupación por proyecto de centro oncológico,2021-09-07,POS,0.9998764991760254
21888153.0,Funcionarios del hospital de Puerto Montt se manifiestan por despidos masivos,2021-09-30,POS,0.9997276663780212
21887590.0,Municipio de Puerto Montt deberá pagar 84 millones por muerte de menor,2021-09-04,POS,0.9980022311210632
22596522.0,Nuevos Abogados y Abogadas prestaron juramento,2021-09-28,POS,0.999840259552002
21887381.0,Hospital Puerto Montt realiza primer procuramiento de corazón,2021-12-18,POS,0.9998549222946167
21382444.0,Nuevos profesionales de Derecho juraron,2021-11-25,POS,0.9998602867126465
47531344.0,El vóleibol todo competidor tendrá acción todo el fin de semana largo,2021-10-29,POS,0.9987576007843018
21887365.0,Lenta habilitación de mesas en algunos locales de Puerto Montt generó molestia en electores,2021-12-19,POS,0.9953866600990295
21912190.0,Gobierno repudió vandalismo y Carabineros defendió protocolos de intervención durante manifestaciones,2021-10-19,POS,0.9947858452796936
21391458.0,Embajador Jostein Leiro destacó relevancia de Puerto Montt en vínculos de Chile con Noruega,2021-11-29,POS,0.9998589754104614
21443285.0,Delegación regional de Los Lagos participará en los Juegos Para - Araucanía Chile 2021 que se realizarán en Temuco,2021-11-25,POS,0.999849796295166
21911600.0,Dos manifestaciones con cortes de ruta se registran en la Región de Los Lagos,2021-11-08,POS,0.9998469352722168
47523722.0,Confirman 29 sospechosos de variante delta en la provincia,2021-08-31,POS,0.9998371601104736
22594810.0,Quiebre en stock de vacunas: autoridades aseguran que proceso se retoma hoy,2021-07-23,POS,0.9998421669006348
22334872.0,Reducen a cero la lista de espera de cirugía y traumatología infantil,2021-11-16,POS,0.9982705116271973
22333607.0,Nuevos contagios sumaron 48 en la región y subió a 189 la cifra de enfermos activos,2021-10-24,POS,0.9997346997261047
21475437.0,"Alcalde Paredes por retroceso a Fase 3 y bajas en vacunación: ""Es una alerta, cuidemos lo que tenemos”",2021-11-24,POS,0.9998699426651001
21475663.0,Cayó clan familiar que mantenía más de 7 kilos de droga: Madre era la líder de la banda,2021-11-12,POS,0.9998101592063904
47529861.0,Delfines y los flancos que se le abren para lograr título o asegurar liguilla,2021-11-03,POS,0.9992208480834961
47534352.0,Concejales explican por qué no apoyaron modificación de la ordenanza municipal,2021-12-11,POS,0.9998273849487305
22335946.0,Autoridades coincidieron en que ambulantes están desbordados,2021-12-23,POS,0.9998456239700317
47523291.0,"""(Tren Puerto Montt-Alerce) no lo veo a corto plazo, pero tampoco lo descarto""",2021-08-29,POS,0.9998119473457336
21888671.0,El Velero volvió al triunfo en Arica: Venció al local 1-2 y sumó 41 puntos en la B,2021-10-23,POS,0.9998195767402649
21469740.0,Murió conductor de minibús que chocó en acceso a Puerto Montt,2021-10-20,POS,0.8736291527748108
47533765.0,El Velero sigue en busca de DT y dos jugadores emigran a Rangers,2021-12-23,POS,0.9998362064361572
47524040.0,Salud reporta diez nuevos contagios de coronavirus en la Región de Los Lagos,2021-09-01,POS,0.9998719692230225
21890124.0,Fijan audiencia de preparación de juicio oral por fatal atropello de soldado en Puerto Montt,2021-07-13,POS,0.9997591376304626
21387705.0,Puerto Montt: Corte ratifica fallo que condena a supermercado por el robo que sufrió un cliente,2021-07-09,POS,0.9998377561569214
47526788.0,Anemia de goles en el Ester Roa: los Delfines y la UdeC no se hacen daño,2021-09-28,POS,0.9998038411140442
47522991.0,Casi 27 mil extranjeros viven en la Región de Los Lagos,2021-08-28,POS,0.9996858835220337
22330550.0,Mario Ortega y su generoso servicio,2021-11-05,POS,0.9998034834861755
21443350.0,IP Santo Tomás: Firma de convenio fortalece alianza con gremio de contadores,2021-12-11,POS,0.9998587369918823
47523307.0,Puerto Montt pierde el invicto en el Chinquihue ante San Felipe,2021-08-29,POS,0.9998247027397156
47517833.0,Frente a Wanderers Puerto Montt Femenino buscará la recuperación,2021-07-03,POS,0.9998518228530884
21912440.0,Camioneros de Los Lagos no descartan adherirse al paro de los transportistas,2021-10-09,POS,0.9997490048408508
21474383.0,Excursionista es rescatado tras caída en volcán Casablanca [VIDEO],2021-07-04,POS,0.9963300824165344
21476711.0,Buscan a anciano que se extravió en zona rural de Puerto Montt,2021-07-21,POS,0.9090837836265564
22336161.0,Temporales dijeron adiós con éxito de convocatoria y repensando el streaming,2021-12-28,POS,0.9998617172241211
21428165.0,Se dictó Taller UACh de Inducción a la Metodología de las 5'S,2021-09-16,POS,0.9771550297737122
21383051.0,Gobernador Vallespín se reúne con gremio de transportistas de la provincia de Palena y consejero regional por compleja situación del puente Yelcho,2021-07-22,POS,0.999879002571106
